;Concurso;bola_id;bola_num_sort
23539;1570;Bola13;23.0
23540;1570;Bola14;24.0
23541;1570;Bola15;25.0
23542;1570;Bola2;3.0
23543;1570;Bola3;7.0
23544;1570;Bola4;8.0
23545;1570;Bola5;9.0
23546;1570;Bola6;11.0
23547;1570;Bola7;13.0
23548;1570;Bola8;16.0
23549;1570;Bola9;18.0
23550;1571;Bola1;1.0
23551;1571;Bola10;17.0
23552;1571;Bola11;18.0
23553;1571;Bola12;19.0
23554;1571;Bola13;23.0
23555;1571;Bola14;24.0
23556;1571;Bola15;25.0
23557;1571;Bola2;3.0
23558;1571;Bola3;4.0
23559;1571;Bola4;5.0
23560;1571;Bola5;6.0
23561;1571;Bola6;7.0
23562;1571;Bola7;11.0
23563;1571;Bola8;12.0
23564;1571;Bola9;14.0
23565;1572;Bola1;2.0
23566;1572;Bola10;18.0
23567;1572;Bola11;19.0
23568;1572;Bola12;21.0
23569;1572;Bola13;22.0
23570;1572;Bola14;23.0
23571;1572;Bola15;24.0
23572;1572;Bola2;4.0
23573;1572;Bola3;5.0
23574;1572;Bola4;6.0
23575;1572;Bola5;8.0
23576;1572;Bola6;9.0
23577;1572;Bola7;10.0
23578;1572;Bola8;13.0
23579;1572;Bola9;16.0
23580;1573;Bola1;2.0
23581;1573;Bola10;15.0
23582;1573;Bola11;16.0
23583;1573;Bola12;17.0
23584;1573;Bola13;18.0
23585;1573;Bola14;19.0
23586;1573;Bola15;23.0
23587;1573;Bola2;6.0
23588;1573;Bola3;7.0
23589;1573;Bola4;8.0
23590;1573;Bola5;10.0
23591;1573;Bola6;11.0
23592;1573;Bola7;12.0
23593;1573;Bola8;13.0
23594;1573;Bola9;14.0
23595;1574;Bola1;1.0
23596;1574;Bola10;14.0
23597;1574;Bola11;15.0
23598;1574;Bola12;17.0
23599;1574;Bola13;18.0
23600;1574;Bola14;21.0
23601;1574;Bola15;22.0
23602;1574;Bola2;2.0
23603;1574;Bola3;3.0
23604;1574;Bola4;5.0
23605;1574;Bola5;6.0
23606;1574;Bola6;7.0
23607;1574;Bola7;10.0
23608;1574;Bola8;11.0
23609;1574;Bola9;12.0
23610;1575;Bola1;1.0
23611;1575;Bola10;14.0
23612;1575;Bola11;16.0
23613;1575;Bola12;17.0
23614;1575;Bola13;22.0
23615;1575;Bola14;23.0
23616;1575;Bola15;25.0
23617;1575;Bola2;3.0
23618;1575;Bola3;5.0
23619;1575;Bola4;6.0
23620;1575;Bola5;7.0
23621;1575;Bola6;9.0
23622;1575;Bola7;10.0
23623;1575;Bola8;11.0
23624;1575;Bola9;12.0
23625;1576;Bola1;1.0
23626;1576;Bola10;15.0
23627;1576;Bola11;16.0
23628;1576;Bola12;18.0
23629;1576;Bola13;20.0
23630;1576;Bola14;21.0
23631;1576;Bola15;25.0
23632;1576;Bola2;2.0
23633;1576;Bola3;5.0
23634;1576;Bola4;7.0
23635;1576;Bola5;8.0
23636;1576;Bola6;9.0
23637;1576;Bola7;11.0
23638;1576;Bola8;12.0
23639;1576;Bola9;14.0
23640;1577;Bola1;3.0
23641;1577;Bola10;16.0
23642;1577;Bola11;17.0
23643;1577;Bola12;18.0
23644;1577;Bola13;19.0
23645;1577;Bola14;21.0
23646;1577;Bola15;24.0
23647;1577;Bola2;5.0
23648;1577;Bola3;6.0
23649;1577;Bola4;7.0
23650;1577;Bola5;9.0
23651;1577;Bola6;10.0
23652;1577;Bola7;11.0
23653;1577;Bola8;13.0
23654;1577;Bola9;15.0
23655;1578;Bola1;4.0
23656;1578;Bola10;17.0
23657;1578;Bola11;18.0
23658;1578;Bola12;19.0
23659;1578;Bola13;21.0
23660;1578;Bola14;22.0
23661;1578;Bola15;24.0
23662;1578;Bola2;6.0
23663;1578;Bola3;8.0
23664;1578;Bola4;9.0
23665;1578;Bola5;10.0
23666;1578;Bola6;12.0
23667;1578;Bola7;13.0
23668;1578;Bola8;14.0
23669;1578;Bola9;16.0
23670;1579;Bola1;1.0
23671;1579;Bola10;15.0
23672;1579;Bola11;16.0
23673;1579;Bola12;18.0
23674;1579;Bola13;21.0
23675;1579;Bola14;22.0
23676;1579;Bola15;23.0
23677;1579;Bola2;2.0
23678;1579;Bola3;4.0
23679;1579;Bola4;6.0
23680;1579;Bola5;7.0
23681;1579;Bola6;10.0
23682;1579;Bola7;12.0
23683;1579;Bola8;13.0
23684;1579;Bola9;14.0
23685;1580;Bola1;3.0
23686;1580;Bola10;16.0
23687;1580;Bola11;18.0
23688;1580;Bola12;20.0
23689;1580;Bola13;22.0
23690;1580;Bola14;23.0
23691;1580;Bola15;25.0
23692;1580;Bola2;4.0
23693;1580;Bola3;7.0
23694;1580;Bola4;10.0
23695;1580;Bola5;11.0
23696;1580;Bola6;12.0
23697;1580;Bola7;13.0
23698;1580;Bola8;14.0
23699;1580;Bola9;15.0
23700;1581;Bola1;3.0
23701;1581;Bola10;16.0
23702;1581;Bola11;20.0
23703;1581;Bola12;21.0
23704;1581;Bola13;23.0
23705;1581;Bola14;24.0
23706;1581;Bola15;25.0
23707;1581;Bola2;4.0
23708;1581;Bola3;5.0
23709;1581;Bola4;6.0
23710;1581;Bola5;7.0
23711;1581;Bola6;8.0
23712;1581;Bola7;11.0
23713;1581;Bola8;12.0
23714;1581;Bola9;13.0
23715;1582;Bola1;1.0
23716;1582;Bola10;17.0
23717;1582;Bola11;18.0
23718;1582;Bola12;19.0
23719;1582;Bola13;23.0
23720;1582;Bola14;24.0
23721;1582;Bola15;25.0
23722;1582;Bola2;2.0
23723;1582;Bola3;5.0
23724;1582;Bola4;7.0
23725;1582;Bola5;8.0
23726;1582;Bola6;10.0
23727;1582;Bola7;11.0
23728;1582;Bola8;14.0
23729;1582;Bola9;16.0
23730;1583;Bola1;2.0
23731;1583;Bola10;16.0
23732;1583;Bola11;17.0
23733;1583;Bola12;19.0
23734;1583;Bola13;20.0
23735;1583;Bola14;23.0
23736;1583;Bola15;25.0
23737;1583;Bola2;3.0
23738;1583;Bola3;4.0
23739;1583;Bola4;6.0
23740;1583;Bola5;7.0
23741;1583;Bola6;9.0
23742;1583;Bola7;10.0
23743;1583;Bola8;14.0
23744;1583;Bola9;15.0
23745;1584;Bola1;1.0
23746;1584;Bola10;16.0
23747;1584;Bola11;17.0
23748;1584;Bola12;19.0
23749;1584;Bola13;20.0
23750;1584;Bola14;24.0
23751;1584;Bola15;25.0
23752;1584;Bola2;2.0
23753;1584;Bola3;3.0
23754;1584;Bola4;5.0
23755;1584;Bola5;6.0
23756;1584;Bola6;11.0
23757;1584;Bola7;12.0
23758;1584;Bola8;14.0
23759;1584;Bola9;15.0
23760;1585;Bola1;1.0
23761;1585;Bola10;18.0
23762;1585;Bola11;19.0
23763;1585;Bola12;21.0
23764;1585;Bola13;23.0
23765;1585;Bola14;24.0
23766;1585;Bola15;25.0
23767;1585;Bola2;2.0
23768;1585;Bola3;4.0
23769;1585;Bola4;5.0
23770;1585;Bola5;6.0
23771;1585;Bola6;7.0
23772;1585;Bola7;9.0
23773;1585;Bola8;11.0
23774;1585;Bola9;17.0
23775;1586;Bola1;1.0
23776;1586;Bola10;19.0
23777;1586;Bola11;20.0
23778;1586;Bola12;22.0
23779;1586;Bola13;23.0
23780;1586;Bola14;24.0
23781;1586;Bola15;25.0
23782;1586;Bola2;3.0
23783;1586;Bola3;4.0
23784;1586;Bola4;10.0
23785;1586;Bola5;11.0
23786;1586;Bola6;12.0
23787;1586;Bola7;13.0
23788;1586;Bola8;16.0
23789;1586;Bola9;18.0
23790;1587;Bola1;2.0
23791;1587;Bola10;17.0
23792;1587;Bola11;19.0
23793;1587;Bola12;20.0
23794;1587;Bola13;21.0
23795;1587;Bola14;22.0
23796;1587;Bola15;25.0
23797;1587;Bola2;3.0
23798;1587;Bola3;5.0
23799;1587;Bola4;7.0
23800;1587;Bola5;8.0
23801;1587;Bola6;11.0
23802;1587;Bola7;14.0
23803;1587;Bola8;15.0
23804;1587;Bola9;16.0
23805;1588;Bola1;1.0
23806;1588;Bola10;15.0
23807;1588;Bola11;17.0
23808;1588;Bola12;20.0
23809;1588;Bola13;21.0
23810;1588;Bola14;22.0
23811;1588;Bola15;23.0
23812;1588;Bola2;3.0
23813;1588;Bola3;4.0
23814;1588;Bola4;5.0
23815;1588;Bola5;7.0
23816;1588;Bola6;9.0
23817;1588;Bola7;10.0
23818;1588;Bola8;11.0
23819;1588;Bola9;14.0
23820;1589;Bola1;1.0
23821;1589;Bola10;17.0
23822;1589;Bola11;18.0
23823;1589;Bola12;22.0
23824;1589;Bola13;23.0
23825;1589;Bola14;24.0
23826;1589;Bola15;25.0
23827;1589;Bola2;2.0
23828;1589;Bola3;3.0
23829;1589;Bola4;4.0
23830;1589;Bola5;6.0
23831;1589;Bola6;12.0
23832;1589;Bola7;13.0
23833;1589;Bola8;14.0
23834;1589;Bola9;15.0
23835;1590;Bola1;1.0
23836;1590;Bola10;18.0
23837;1590;Bola11;20.0
23838;1590;Bola12;21.0
23839;1590;Bola13;22.0
23840;1590;Bola14;23.0
23841;1590;Bola15;25.0
23842;1590;Bola2;3.0
23843;1590;Bola3;5.0
23844;1590;Bola4;7.0
23845;1590;Bola5;8.0
23846;1590;Bola6;10.0
23847;1590;Bola7;14.0
23848;1590;Bola8;16.0
23849;1590;Bola9;17.0
23850;1591;Bola1;1.0
23851;1591;Bola10;19.0
23852;1591;Bola11;20.0
23853;1591;Bola12;21.0
23854;1591;Bola13;22.0
23855;1591;Bola14;23.0
23856;1591;Bola15;24.0
23857;1591;Bola2;3.0
23858;1591;Bola3;5.0
23859;1591;Bola4;7.0
23860;1591;Bola5;8.0
23861;1591;Bola6;10.0
23862;1591;Bola7;11.0
23863;1591;Bola8;12.0
23864;1591;Bola9;17.0
23865;1592;Bola1;1.0
23866;1592;Bola10;15.0
23867;1592;Bola11;16.0
23868;1592;Bola12;19.0
23869;1592;Bola13;20.0
23870;1592;Bola14;22.0
23871;1592;Bola15;25.0
23872;1592;Bola2;2.0
23873;1592;Bola3;3.0
23874;1592;Bola4;4.0
23875;1592;Bola5;5.0
23876;1592;Bola6;6.0
23877;1592;Bola7;9.0
23878;1592;Bola8;12.0
23879;1592;Bola9;14.0
23880;1593;Bola1;3.0
23881;1593;Bola10;14.0
23882;1593;Bola11;16.0
23883;1593;Bola12;17.0
23884;1593;Bola13;20.0
23885;1593;Bola14;22.0
23886;1593;Bola15;24.0
23887;1593;Bola2;4.0
23888;1593;Bola3;5.0
23889;1593;Bola4;7.0
23890;1593;Bola5;8.0
23891;1593;Bola6;9.0
23892;1593;Bola7;10.0
23893;1593;Bola8;11.0
23894;1593;Bola9;13.0
23895;1594;Bola1;1.0
23896;1594;Bola10;15.0
23897;1594;Bola11;16.0
23898;1594;Bola12;17.0
23899;1594;Bola13;19.0
23900;1594;Bola14;21.0
23901;1594;Bola15;25.0
23902;1594;Bola2;2.0
23903;1594;Bola3;4.0
23904;1594;Bola4;6.0
23905;1594;Bola5;8.0
23906;1594;Bola6;10.0
23907;1594;Bola7;11.0
23908;1594;Bola8;12.0
23909;1594;Bola9;13.0
23910;1595;Bola1;1.0
23911;1595;Bola10;13.0
23912;1595;Bola11;17.0
23913;1595;Bola12;18.0
23914;1595;Bola13;20.0
23915;1595;Bola14;22.0
23916;1595;Bola15;25.0
23917;1595;Bola2;2.0
23918;1595;Bola3;3.0
23919;1595;Bola4;4.0
23920;1595;Bola5;6.0
23921;1595;Bola6;7.0
23922;1595;Bola7;9.0
23923;1595;Bola8;10.0
23924;1595;Bola9;11.0
23925;1596;Bola1;5.0
23926;1596;Bola10;19.0
23927;1596;Bola11;20.0
23928;1596;Bola12;21.0
23929;1596;Bola13;22.0
23930;1596;Bola14;23.0
23931;1596;Bola15;24.0
23932;1596;Bola2;8.0
23933;1596;Bola3;9.0
23934;1596;Bola4;10.0
23935;1596;Bola5;11.0
23936;1596;Bola6;12.0
23937;1596;Bola7;13.0
23938;1596;Bola8;15.0
23939;1596;Bola9;18.0
23940;1597;Bola1;1.0
23941;1597;Bola10;18.0
23942;1597;Bola11;19.0
23943;1597;Bola12;20.0
23944;1597;Bola13;21.0
23945;1597;Bola14;22.0
23946;1597;Bola15;24.0
23947;1597;Bola2;2.0
23948;1597;Bola3;5.0
23949;1597;Bola4;6.0
23950;1597;Bola5;7.0
23951;1597;Bola6;8.0
23952;1597;Bola7;9.0
23953;1597;Bola8;13.0
23954;1597;Bola9;17.0
23955;1598;Bola1;2.0
23956;1598;Bola10;17.0
23957;1598;Bola11;18.0
23958;1598;Bola12;19.0
23959;1598;Bola13;20.0
23960;1598;Bola14;21.0
23961;1598;Bola15;24.0
23962;1598;Bola2;5.0
23963;1598;Bola3;6.0
23964;1598;Bola4;7.0
23965;1598;Bola5;10.0
23966;1598;Bola6;12.0
23967;1598;Bola7;13.0
23968;1598;Bola8;15.0
23969;1598;Bola9;16.0
23970;1599;Bola1;1.0
23971;1599;Bola10;18.0
23972;1599;Bola11;20.0
23973;1599;Bola12;21.0
23974;1599;Bola13;22.0
23975;1599;Bola14;23.0
23976;1599;Bola15;25.0
23977;1599;Bola2;3.0
23978;1599;Bola3;4.0
23979;1599;Bola4;5.0
23980;1599;Bola5;6.0
23981;1599;Bola6;8.0
23982;1599;Bola7;9.0
23983;1599;Bola8;10.0
23984;1599;Bola9;14.0
23985;1600;Bola1;2.0
23986;1600;Bola10;17.0
23987;1600;Bola11;18.0
23988;1600;Bola12;20.0
23989;1600;Bola13;22.0
23990;1600;Bola14;23.0
23991;1600;Bola15;24.0
23992;1600;Bola2;3.0
23993;1600;Bola3;4.0
23994;1600;Bola4;5.0
23995;1600;Bola5;7.0
23996;1600;Bola6;9.0
23997;1600;Bola7;13.0
23998;1600;Bola8;14.0
23999;1600;Bola9;16.0
24000;1601;Bola1;2.0
24001;1601;Bola10;14.0
24002;1601;Bola11;15.0
24003;1601;Bola12;18.0
24004;1601;Bola13;20.0
24005;1601;Bola14;22.0
24006;1601;Bola15;25.0
24007;1601;Bola2;4.0
24008;1601;Bola3;6.0
24009;1601;Bola4;8.0
24010;1601;Bola5;9.0
24011;1601;Bola6;10.0
24012;1601;Bola7;11.0
24013;1601;Bola8;12.0
24014;1601;Bola9;13.0
24015;1602;Bola1;1.0
24016;1602;Bola10;15.0
24017;1602;Bola11;17.0
24018;1602;Bola12;19.0
24019;1602;Bola13;21.0
24020;1602;Bola14;23.0
24021;1602;Bola15;24.0
24022;1602;Bola2;3.0
24023;1602;Bola3;4.0
24024;1602;Bola4;8.0
24025;1602;Bola5;9.0
24026;1602;Bola6;10.0
24027;1602;Bola7;11.0
24028;1602;Bola8;13.0
24029;1602;Bola9;14.0
24030;1603;Bola1;1.0
24031;1603;Bola10;16.0
24032;1603;Bola11;19.0
24033;1603;Bola12;20.0
24034;1603;Bola13;21.0
24035;1603;Bola14;23.0
24036;1603;Bola15;24.0
24037;1603;Bola2;2.0
24038;1603;Bola3;3.0
24039;1603;Bola4;4.0
24040;1603;Bola5;7.0
24041;1603;Bola6;9.0
24042;1603;Bola7;10.0
24043;1603;Bola8;13.0
24044;1603;Bola9;14.0
24045;1604;Bola1;3.0
24046;1604;Bola10;13.0
24047;1604;Bola11;15.0
24048;1604;Bola12;19.0
24049;1604;Bola13;21.0
24050;1604;Bola14;22.0
24051;1604;Bola15;24.0
24052;1604;Bola2;4.0
24053;1604;Bola3;5.0
24054;1604;Bola4;6.0
24055;1604;Bola5;7.0
24056;1604;Bola6;8.0
24057;1604;Bola7;9.0
24058;1604;Bola8;10.0
24059;1604;Bola9;12.0
24060;1605;Bola1;2.0
24061;1605;Bola10;17.0
24062;1605;Bola11;18.0
24063;1605;Bola12;19.0
24064;1605;Bola13;21.0
24065;1605;Bola14;23.0
24066;1605;Bola15;25.0
24067;1605;Bola2;4.0
24068;1605;Bola3;5.0
24069;1605;Bola4;8.0
24070;1605;Bola5;9.0
24071;1605;Bola6;10.0
24072;1605;Bola7;11.0
24073;1605;Bola8;14.0
24074;1605;Bola9;16.0
24075;1606;Bola1;1.0
24076;1606;Bola10;15.0
24077;1606;Bola11;19.0
24078;1606;Bola12;20.0
24079;1606;Bola13;22.0
24080;1606;Bola14;23.0
24081;1606;Bola15;25.0
24082;1606;Bola2;3.0
24083;1606;Bola3;5.0
24084;1606;Bola4;7.0
24085;1606;Bola5;8.0
24086;1606;Bola6;9.0
24087;1606;Bola7;10.0
24088;1606;Bola8;11.0
24089;1606;Bola9;14.0
24090;1607;Bola1;1.0
24091;1607;Bola10;13.0
24092;1607;Bola11;14.0
24093;1607;Bola12;15.0
24094;1607;Bola13;17.0
24095;1607;Bola14;18.0
24096;1607;Bola15;24.0
24097;1607;Bola2;2.0
24098;1607;Bola3;3.0
24099;1607;Bola4;6.0
24100;1607;Bola5;7.0
24101;1607;Bola6;8.0
24102;1607;Bola7;9.0
24103;1607;Bola8;11.0
24104;1607;Bola9;12.0
24105;1608;Bola1;1.0
24106;1608;Bola10;18.0
24107;1608;Bola11;20.0
24108;1608;Bola12;21.0
24109;1608;Bola13;22.0
24110;1608;Bola14;23.0
24111;1608;Bola15;25.0
24112;1608;Bola2;2.0
24113;1608;Bola3;3.0
24114;1608;Bola4;5.0
24115;1608;Bola5;6.0
24116;1608;Bola6;9.0
24117;1608;Bola7;10.0
24118;1608;Bola8;14.0
24119;1608;Bola9;17.0
24120;1609;Bola1;5.0
24121;1609;Bola10;18.0
24122;1609;Bola11;20.0
24123;1609;Bola12;21.0
24124;1609;Bola13;23.0
24125;1609;Bola14;24.0
24126;1609;Bola15;25.0
24127;1609;Bola2;6.0
24128;1609;Bola3;7.0
24129;1609;Bola4;8.0
24130;1609;Bola5;9.0
24131;1609;Bola6;11.0
24132;1609;Bola7;13.0
24133;1609;Bola8;14.0
24134;1609;Bola9;17.0
24135;1610;Bola1;3.0
24136;1610;Bola10;17.0
24137;1610;Bola11;19.0
24138;1610;Bola12;20.0
24139;1610;Bola13;21.0
24140;1610;Bola14;22.0
24141;1610;Bola15;24.0
24142;1610;Bola2;6.0
24143;1610;Bola3;7.0
24144;1610;Bola4;9.0
24145;1610;Bola5;10.0
24146;1610;Bola6;11.0
24147;1610;Bola7;13.0
24148;1610;Bola8;14.0
24149;1610;Bola9;16.0
24150;1611;Bola1;1.0
24151;1611;Bola10;12.0
24152;1611;Bola11;14.0
24153;1611;Bola12;15.0
24154;1611;Bola13;20.0
24155;1611;Bola14;22.0
24156;1611;Bola15;24.0
24157;1611;Bola2;3.0
24158;1611;Bola3;4.0
24159;1611;Bola4;6.0
24160;1611;Bola5;7.0
24161;1611;Bola6;8.0
24162;1611;Bola7;9.0
24163;1611;Bola8;10.0
24164;1611;Bola9;11.0
24165;1612;Bola1;2.0
24166;1612;Bola10;18.0
24167;1612;Bola11;21.0
24168;1612;Bola12;22.0
24169;1612;Bola13;23.0
24170;1612;Bola14;24.0
24171;1612;Bola15;25.0
24172;1612;Bola2;3.0
24173;1612;Bola3;4.0
24174;1612;Bola4;5.0
24175;1612;Bola5;7.0
24176;1612;Bola6;11.0
24177;1612;Bola7;12.0
24178;1612;Bola8;14.0
24179;1612;Bola9;15.0
24180;1613;Bola1;1.0
24181;1613;Bola10;14.0
24182;1613;Bola11;16.0
24183;1613;Bola12;17.0
24184;1613;Bola13;18.0
24185;1613;Bola14;19.0
24186;1613;Bola15;21.0
24187;1613;Bola2;2.0
24188;1613;Bola3;3.0
24189;1613;Bola4;4.0
24190;1613;Bola5;6.0
24191;1613;Bola6;8.0
24192;1613;Bola7;9.0
24193;1613;Bola8;10.0
24194;1613;Bola9;13.0
24195;1614;Bola1;1.0
24196;1614;Bola10;15.0
24197;1614;Bola11;16.0
24198;1614;Bola12;17.0
24199;1614;Bola13;19.0
24200;1614;Bola14;21.0
24201;1614;Bola15;23.0
24202;1614;Bola2;2.0
24203;1614;Bola3;3.0
24204;1614;Bola4;7.0
24205;1614;Bola5;9.0
24206;1614;Bola6;10.0
24207;1614;Bola7;12.0
24208;1614;Bola8;13.0
24209;1614;Bola9;14.0
24210;1615;Bola1;1.0
24211;1615;Bola10;16.0
24212;1615;Bola11;17.0
24213;1615;Bola12;19.0
24214;1615;Bola13;20.0
24215;1615;Bola14;21.0
24216;1615;Bola15;25.0
24217;1615;Bola2;2.0
24218;1615;Bola3;4.0
24219;1615;Bola4;5.0
24220;1615;Bola5;6.0
24221;1615;Bola6;7.0
24222;1615;Bola7;9.0
24223;1615;Bola8;10.0
24224;1615;Bola9;11.0
24225;1616;Bola1;1.0
24226;1616;Bola10;16.0
24227;1616;Bola11;17.0
24228;1616;Bola12;18.0
24229;1616;Bola13;22.0
24230;1616;Bola14;23.0
24231;1616;Bola15;24.0
24232;1616;Bola2;2.0
24233;1616;Bola3;4.0
24234;1616;Bola4;5.0
24235;1616;Bola5;8.0
24236;1616;Bola6;10.0
24237;1616;Bola7;11.0
24238;1616;Bola8;13.0
24239;1616;Bola9;14.0
24240;1617;Bola1;2.0
24241;1617;Bola10;14.0
24242;1617;Bola11;15.0
24243;1617;Bola12;20.0
24244;1617;Bola13;22.0
24245;1617;Bola14;23.0
24246;1617;Bola15;25.0
24247;1617;Bola2;5.0
24248;1617;Bola3;6.0
24249;1617;Bola4;7.0
24250;1617;Bola5;8.0
24251;1617;Bola6;9.0
24252;1617;Bola7;10.0
24253;1617;Bola8;12.0
24254;1617;Bola9;13.0
24255;1618;Bola1;1.0
24256;1618;Bola10;16.0
24257;1618;Bola11;17.0
24258;1618;Bola12;19.0
24259;1618;Bola13;20.0
24260;1618;Bola14;24.0
24261;1618;Bola15;25.0
24262;1618;Bola2;3.0
24263;1618;Bola3;4.0
24264;1618;Bola4;5.0
24265;1618;Bola5;8.0
24266;1618;Bola6;9.0
24267;1618;Bola7;10.0
24268;1618;Bola8;13.0
24269;1618;Bola9;14.0
24270;1619;Bola1;4.0
24271;1619;Bola10;17.0
24272;1619;Bola11;18.0
24273;1619;Bola12;21.0
24274;1619;Bola13;22.0
24275;1619;Bola14;24.0
24276;1619;Bola15;25.0
24277;1619;Bola2;5.0
24278;1619;Bola3;7.0
24279;1619;Bola4;8.0
24280;1619;Bola5;10.0
24281;1619;Bola6;11.0
24282;1619;Bola7;13.0
24283;1619;Bola8;15.0
24284;1619;Bola9;16.0
24285;1620;Bola1;1.0
24286;1620;Bola10;14.0
24287;1620;Bola11;18.0
24288;1620;Bola12;20.0
24289;1620;Bola13;21.0
24290;1620;Bola14;24.0
24291;1620;Bola15;25.0
24292;1620;Bola2;2.0
24293;1620;Bola3;4.0
24294;1620;Bola4;7.0
24295;1620;Bola5;9.0
24296;1620;Bola6;10.0
24297;1620;Bola7;11.0
24298;1620;Bola8;12.0
24299;1620;Bola9;13.0
24300;1621;Bola1;2.0
24301;1621;Bola10;18.0
24302;1621;Bola11;19.0
24303;1621;Bola12;21.0
24304;1621;Bola13;22.0
24305;1621;Bola14;23.0
24306;1621;Bola15;24.0
24307;1621;Bola2;3.0
24308;1621;Bola3;4.0
24309;1621;Bola4;6.0
24310;1621;Bola5;8.0
24311;1621;Bola6;9.0
24312;1621;Bola7;10.0
24313;1621;Bola8;13.0
24314;1621;Bola9;14.0
24315;1622;Bola1;1.0
24316;1622;Bola10;18.0
24317;1622;Bola11;20.0
24318;1622;Bola12;22.0
24319;1622;Bola13;23.0
24320;1622;Bola14;24.0
24321;1622;Bola15;25.0
24322;1622;Bola2;2.0
24323;1622;Bola3;3.0
24324;1622;Bola4;4.0
24325;1622;Bola5;8.0
24326;1622;Bola6;9.0
24327;1622;Bola7;11.0
24328;1622;Bola8;16.0
24329;1622;Bola9;17.0
24330;1623;Bola1;1.0
24331;1623;Bola10;13.0
24332;1623;Bola11;14.0
24333;1623;Bola12;17.0
24334;1623;Bola13;19.0
24335;1623;Bola14;20.0
24336;1623;Bola15;24.0
24337;1623;Bola2;2.0
24338;1623;Bola3;3.0
24339;1623;Bola4;4.0
24340;1623;Bola5;6.0
24341;1623;Bola6;7.0
24342;1623;Bola7;8.0
24343;1623;Bola8;10.0
24344;1623;Bola9;11.0
24345;1624;Bola1;1.0
24346;1624;Bola10;16.0
24347;1624;Bola11;17.0
24348;1624;Bola12;18.0
24349;1624;Bola13;20.0
24350;1624;Bola14;23.0
24351;1624;Bola15;24.0
24352;1624;Bola2;2.0
24353;1624;Bola3;6.0
24354;1624;Bola4;7.0
24355;1624;Bola5;8.0
24356;1624;Bola6;9.0
24357;1624;Bola7;11.0
24358;1624;Bola8;14.0
24359;1624;Bola9;15.0
24360;1625;Bola1;2.0
24361;1625;Bola10;18.0
24362;1625;Bola11;19.0
24363;1625;Bola12;20.0
24364;1625;Bola13;21.0
24365;1625;Bola14;22.0
24366;1625;Bola15;24.0
24367;1625;Bola2;3.0
24368;1625;Bola3;6.0
24369;1625;Bola4;8.0
24370;1625;Bola5;10.0
24371;1625;Bola6;12.0
24372;1625;Bola7;13.0
24373;1625;Bola8;16.0
24374;1625;Bola9;17.0
24375;1626;Bola1;1.0
24376;1626;Bola10;15.0
24377;1626;Bola11;16.0
24378;1626;Bola12;17.0
24379;1626;Bola13;20.0
24380;1626;Bola14;21.0
24381;1626;Bola15;24.0
24382;1626;Bola2;3.0
24383;1626;Bola3;4.0
24384;1626;Bola4;7.0
24385;1626;Bola5;8.0
24386;1626;Bola6;9.0
24387;1626;Bola7;10.0
24388;1626;Bola8;11.0
24389;1626;Bola9;13.0
24390;1627;Bola1;2.0
24391;1627;Bola10;14.0
24392;1627;Bola11;15.0
24393;1627;Bola12;17.0
24394;1627;Bola13;20.0
24395;1627;Bola14;21.0
24396;1627;Bola15;24.0
24397;1627;Bola2;3.0
24398;1627;Bola3;4.0
24399;1627;Bola4;6.0
24400;1627;Bola5;8.0
24401;1627;Bola6;9.0
24402;1627;Bola7;11.0
24403;1627;Bola8;12.0
24404;1627;Bola9;13.0
24405;1628;Bola1;1.0
24406;1628;Bola10;19.0
24407;1628;Bola11;20.0
24408;1628;Bola12;22.0
24409;1628;Bola13;23.0
24410;1628;Bola14;24.0
24411;1628;Bola15;25.0
24412;1628;Bola2;3.0
24413;1628;Bola3;6.0
24414;1628;Bola4;9.0
24415;1628;Bola5;11.0
24416;1628;Bola6;12.0
24417;1628;Bola7;16.0
24418;1628;Bola8;17.0
24419;1628;Bola9;18.0
24420;1629;Bola1;1.0
24421;1629;Bola10;14.0
24422;1629;Bola11;15.0
24423;1629;Bola12;18.0
24424;1629;Bola13;22.0
24425;1629;Bola14;24.0
24426;1629;Bola15;25.0
24427;1629;Bola2;2.0
24428;1629;Bola3;3.0
24429;1629;Bola4;5.0
24430;1629;Bola5;6.0
24431;1629;Bola6;7.0
24432;1629;Bola7;9.0
24433;1629;Bola8;10.0
24434;1629;Bola9;12.0
24435;1630;Bola1;3.0
24436;1630;Bola10;15.0
24437;1630;Bola11;17.0
24438;1630;Bola12;20.0
24439;1630;Bola13;22.0
24440;1630;Bola14;23.0
24441;1630;Bola15;25.0
24442;1630;Bola2;5.0
24443;1630;Bola3;7.0
24444;1630;Bola4;8.0
24445;1630;Bola5;9.0
24446;1630;Bola6;10.0
24447;1630;Bola7;12.0
24448;1630;Bola8;13.0
24449;1630;Bola9;14.0
24450;1631;Bola1;2.0
24451;1631;Bola10;18.0
24452;1631;Bola11;19.0
24453;1631;Bola12;20.0
24454;1631;Bola13;22.0
24455;1631;Bola14;23.0
24456;1631;Bola15;25.0
24457;1631;Bola2;3.0
24458;1631;Bola3;4.0
24459;1631;Bola4;5.0
24460;1631;Bola5;9.0
24461;1631;Bola6;10.0
24462;1631;Bola7;11.0
24463;1631;Bola8;12.0
24464;1631;Bola9;14.0
24465;1632;Bola1;4.0
24466;1632;Bola10;20.0
24467;1632;Bola11;21.0
24468;1632;Bola12;22.0
24469;1632;Bola13;23.0
24470;1632;Bola14;24.0
